chart_id,family,seed,opportunity,proposal_id,parent_id,anchor_time,anchor_beat,end_time,end_beat,lane,membership,action,rng_before,rng_after
02D9D1781418E7442956D4D901C8C611E58256556AE9A828E72128C3B5B8E3EB,"NOWISEE | KO INU | RUKA",1,"OP-00005405-LnInterior-S53-T8240-A8240",0c0598f7c40832fc0466305a4fea7814b84782ef4dc4385c32ff585830b59006,O00000053,8240,23,249599999999993800106666667,8666,24,499199999999993466880000001,4,NoObservedRelation,ABSTAIN,110,110
E73B098AA0CB6FA3BECE45E9551EF225412F5E01F6398184093A40B944F0AAE0,"NJK RECORD FEAT. 3L | SPRING OF DREAMS | ITZBENJA616",13,"OP-00004613-LnInterior-S22-T6617-A6617",633a3f28b2e0f3105694d9a3abfec5eddabcb6d11cfde83cade08876b513abb4,O00000022,6617,16,873350000000001687335,7323,18,673650000000001867365,3,NoObservedRelation,ABSTAIN,51,51
E73B098AA0CB6FA3BECE45E9551EF225412F5E01F6398184093A40B944F0AAE0,"NJK RECORD FEAT. 3L | SPRING OF DREAMS | ITZBENJA616",13,"OP-00004614-LnInterior-S29-T7764-A7764",892a7a02bff308f45c89614acf76148a2fa87c0be12a8471a20afe5ed850c4d4,O00000029,7764,19,79820000000000197982,8028,20,471400000000002047140,5,CandidateNotObserved,ABSTAIN,66,66
E73B098AA0CB6FA3BECE45E9551EF225412F5E01F6398184093A40B944F0AAE0,"NJK RECORD FEAT. 3L | SPRING OF DREAMS | ITZBENJA616",13,"OP-00004615-LnInterior-S29-T8029-A8029",c7d9aa3fb9123dfda0d63d1fa9a5e974db3f52f90deee7c0013d6bf2013dd4b5,O00000029,8029,20,473950000000002047395,8294,21,149700000000002114970,2,NoObservedRelation,ABSTAIN,69,69
E73B098AA0CB6FA3BECE45E9551EF225412F5E01F6398184093A40B944F0AAE0,"NJK RECORD FEAT. 3L | SPRING OF DREAMS | ITZBENJA616",13,"OP-00004621-LnInterior-S47-T12264-A12264",bba7ab3fe1f1387b6f52edb0df66a341bac7f67bce52ecb37d8c40e00f05f8dc,O00000047,12264,31,27320000000000312732,12617,32,173350000000003217335,6,NoObservedRelation,ABSTAIN,103,103
E73B098AA0CB6FA3BECE45E9551EF225412F5E01F6398184093A40B944F0AAE0,"NJK RECORD FEAT. 3L | SPRING OF DREAMS | ITZBENJA616",13,"OP-00004622-LnInterior-S52-T13411-A13411",0cae4b95a8fe559daaa38306fc7918655d1324176bb327323e0daad57150e9c5,O00000052,13411,34,198050000000003419805,14029,35,773950000000003577395,1,CandidateNotObserved,ABSTAIN,115,115
E73B098AA0CB6FA3BECE45E9551EF225412F5E01F6398184093A40B944F0AAE0,"NJK RECORD FEAT. 3L | SPRING OF DREAMS | ITZBENJA616",13,"OP-00004624-LnInterior-S54-T13411-A13411",9763c0078cae1154836eef5f975891b1771cedf7cea60eb0d309fd7c3ae6468e,O00000054,13411,34,198050000000003419805,14029,35,773950000000003577395,3,CandidateNotObserved,ABSTAIN,118,118
E73B098AA0CB6FA3BECE45E9551EF225412F5E01F6398184093A40B944F0AAE0,"NJK RECORD FEAT. 3L | SPRING OF DREAMS | ITZBENJA616",13,"OP-00004625-LnInterior-S54-T13764-A13764",00415ea9f750176f4ef1e68c6e95877020fc6e7e088c7dd2e79b3a9ecdddae36,O00000054,13764,35,09820000000000350982,15088,38,474400000000003847440,3,CandidateNotObserved,ABSTAIN,126,126
E73B098AA0CB6FA3BECE45E9551EF225412F5E01F6398184093A40B944F0AAE0,"NJK RECORD FEAT. 3L | SPRING OF DREAMS | ITZBENJA616",13,"OP-00004630-LnInterior-S68-T16235-A16235",eee4bbaaf1cc7461ee76401c266f041d15b7ad9e0a3cea5bdc8820f48196732c,O00000068,16235,41,399250000000004139925,16500,42,075000000000004207500,4,CandidateObservedUnique,ADMIT,158,158
E73B098AA0CB6FA3BECE45E9551EF225412F5E01F6398184093A40B944F0AAE0,"NJK RECORD FEAT. 3L | SPRING OF DREAMS | ITZBENJA616",13,"OP-00004633-LnInterior-S69-T16588-A16588",c163c6516bd454621c445c4e01a9100f14330bb1f997232f252b4aad0e27d73e,O00000069,16588,42,29940000000000422994,16853,42,975150000000004297515,6,CandidateObservedUnique,ADMIT,165,165
E73B098AA0CB6FA3BECE45E9551EF225412F5E01F6398184093A40B944F0AAE0,"NJK RECORD FEAT. 3L | SPRING OF DREAMS | ITZBENJA616",13,"OP-00004643-LnInterior-S90-T20029-A20029",de5fd223fa524e521520e54638a93d00c7daf475822b65c61d01c45d94818ba3,O00000090,20029,51,073950000000005107395,20804,53,05020000000000530502,3,NoObservedRelation,ABSTAIN,205,205
E73B098AA0CB6FA3BECE45E9551EF225412F5E01F6398184093A40B944F0AAE0,"NJK RECORD FEAT. 3L | SPRING OF DREAMS | ITZBENJA616",13,"OP-00004648-LnInterior-S315-T37259-A37259",191b5b7ea230175c8d22f756c0a549ff274477a6bd58f7d9626d310372a6fe1c,O00000315,37259,95,010450000000009501045,37357,95,260350000000009526035,6,CandidateNotObserved,ABSTAIN,562,562
E73B098AA0CB6FA3BECE45E9551EF225412F5E01F6398184093A40B944F0AAE0,"NJK RECORD FEAT. 3L | SPRING OF DREAMS | ITZBENJA616",13,"OP-00004657-LnInterior-S1615-T112938-A112938",1f8f9a181187b04ae7769e50f61badd3e39632d5ce8685d90c3714b4e1b3cf9e,O00001615,112938,287,99190000000002879919,113036,288,241800000000028824180,6,CandidateNotObserved,ABSTAIN,2402,2402
E73B098AA0CB6FA3BECE45E9551EF225412F5E01F6398184093A40B944F0AAE0,"NJK RECORD FEAT. 3L | SPRING OF DREAMS | ITZBENJA616",13,"OP-00004672-LnInterior-S2942-T188265-A188265",2f995af898161d6fd2834c1893fcfcc21412d6ebade0ec0ff6a4887ca221acee,O00002942,188265,480,075750000000048007575,188298,480,159900000000048015990,0,NoObservedRelation,ABSTAIN,4370,4370
E73B098AA0CB6FA3BECE45E9551EF225412F5E01F6398184093A40B944F0AAE0,"NJK RECORD FEAT. 3L | SPRING OF DREAMS | ITZBENJA616",13,"OP-00004682-LnInterior-S4443-T263698-A263698",408ccd77e6b78ddcdba0fab60389b9cd82ac4dc8c23f2d45181b291ef8377b2a,O00004443,263698,672,42990000000006724299,263818,672,73590000000006727359,0,NoObservedRelation,ABSTAIN,6154,6154
E73B098AA0CB6FA3BECE45E9551EF225412F5E01F6398184093A40B944F0AAE0,"NJK RECORD FEAT. 3L | SPRING OF DREAMS | ITZBENJA616",13,"OP-00004683-LnInterior-S4443-T263796-A263796",6c3fe9ca83e7d20acaca8e6763c895f33ad973ff1a6faed3e69b273efd4b16ff,O00004443,263796,672,67980000000006726798,263916,672,98580000000006729858,6,NoObservedRelation,ABSTAIN,6159,6159
E73B098AA0CB6FA3BECE45E9551EF225412F5E01F6398184093A40B944F0AAE0,"NJK RECORD FEAT. 3L | SPRING OF DREAMS | ITZBENJA616",14,"OP-00004608-LnInterior-S1-T2117-A2117",961bba2ab389e02e5500c05a7d01906840f7c74088011ae669e476c275996f90,O00000001,2117,5,398350000000000539835,2735,6,974250000000000697425,6,CandidateNotObserved,ABSTAIN,21,21
E73B098AA0CB6FA3BECE45E9551EF225412F5E01F6398184093A40B944F0AAE0,"NJK RECORD FEAT. 3L | SPRING OF DREAMS | ITZBENJA616",14,"OP-00004609-LnInterior-S1-T2382-A2382",f005ff63348f32ef01991bea5b1ef0367f2c93337c7d712564ce6d9c75406aba,O00000001,2382,6,07410000000000060741,2647,6,749850000000000674985,6,NoObservedRelation,ABSTAIN,24,24
E73B098AA0CB6FA3BECE45E9551EF225412F5E01F6398184093A40B944F0AAE0,"NJK RECORD FEAT. 3L | SPRING OF DREAMS | ITZBENJA616",14,"OP-00004610-LnInterior-S12-T4941-A4941",3636f93ae63fc64e424a994f0bce4b80803765d7739755e0a5d7eca40b9e7ce3,O00000012,4941,12,599550000000001259955,6264,15,973200000000001597320,3,CandidateNotObserved,ABSTAIN,45,45
E73B098AA0CB6FA3BECE45E9551EF225412F5E01F6398184093A40B944F0AAE0,"NJK RECORD FEAT. 3L | SPRING OF DREAMS | ITZBENJA616",14,"OP-00004615-LnInterior-S29-T8029-A8029",a8b65f351710366518c9d22adcdce8ca0ce20914437ccdcb0c2c096278652f5c,O00000029,8029,20,473950000000002047395,9441,24,074550000000002407455,6,NoObservedRelation,ABSTAIN,69,69
E73B098AA0CB6FA3BECE45E9551EF225412F5E01F6398184093A40B944F0AAE0,"NJK RECORD FEAT. 3L | SPRING OF DREAMS | ITZBENJA616",14,"OP-00004618-LnInterior-S46-T12000-A12000",9b31d48cf6794abb3394989a70703cae7aaf6879ea34e52a6e62b526303f5828,O00000046,12000,30,60000000000000306,12264,31,27320000000000312732,4,CandidateObservedUnique,ADMIT,104,104
E73B098AA0CB6FA3BECE45E9551EF225412F5E01F6398184093A40B944F0AAE0,"NJK RECORD FEAT. 3L | SPRING OF DREAMS | ITZBENJA616",14,"OP-00004619-LnInterior-S46-T12264-A12264",b60160468ae359476bef0f4fee5335c038edea2951fc22e87cb8dceed285f858,O00000046,12264,31,27320000000000312732,12528,31,94640000000000319464,6,NoObservedRelation,ABSTAIN,108,108
E73B098AA0CB6FA3BECE45E9551EF225412F5E01F6398184093A40B944F0AAE0,"NJK RECORD FEAT. 3L | SPRING OF DREAMS | ITZBENJA616",14,"OP-00004622-LnInterior-S52-T13411-A13411",0cae4b95a8fe559daaa38306fc7918655d1324176bb327323e0daad57150e9c5,O00000052,13411,34,198050000000003419805,14029,35,773950000000003577395,1,CandidateNotObserved,ABSTAIN,121,121
E73B098AA0CB6FA3BECE45E9551EF225412F5E01F6398184093A40B944F0AAE0,"NJK RECORD FEAT. 3L | SPRING OF DREAMS | ITZBENJA616",14,"OP-00004623-LnInterior-S52-T13764-A13764",d9280da2ac167c691176d9e70c7db1374c18248eb140ccc7a1c010925d6791c1,O00000052,13764,35,09820000000000350982,14029,35,773950000000003577395,1,CandidateObservedUnique,ADMIT,129,129
E73B098AA0CB6FA3BECE45E9551EF225412F5E01F6398184093A40B944F0AAE0,"NJK RECORD FEAT. 3L | SPRING OF DREAMS | ITZBENJA616",14,"OP-00004626-LnInterior-S60-T14823-A14823",153edfc4d4f15e223ab083001c351722984abb3632de69476e0685e1cb139651,O00000060,14823,37,798650000000003779865,15088,38,474400000000003847440,0,CandidateObservedUnique,ADMIT,141,141
E73B098AA0CB6FA3BECE45E9551EF225412F5E01F6398184093A40B944F0AAE0,"NJK RECORD FEAT. 3L | SPRING OF DREAMS | ITZBENJA616",14,"OP-00004630-LnInterior-S68-T16235-A16235",eee4bbaaf1cc7461ee76401c266f041d15b7ad9e0a3cea5bdc8820f48196732c,O00000068,16235,41,399250000000004139925,16500,42,075000000000004207500,4,CandidateObservedUnique,ADMIT,160,160
E73B098AA0CB6FA3BECE45E9551EF225412F5E01F6398184093A40B944F0AAE0,"NJK RECORD FEAT. 3L | SPRING OF DREAMS | ITZBENJA616",14,"OP-00004634-LnInterior-S75-T17647-A17647",02b32237c1cd64b7008f5f6e4da385aab87e6e42859d34a64fa39769161e9d58,O00000075,17647,44,999850000000004499985,17911,45,673050000000004567305,0,CandidateObservedUnique,ADMIT,178,178
E73B098AA0CB6FA3BECE45E9551EF225412F5E01F6398184093A40B944F0AAE0,"NJK RECORD FEAT. 3L | SPRING OF DREAMS | ITZBENJA616",14,"OP-00004636-LnInterior-S76-T17647-A17647",1ebf656eb43f3d02258f0262e6cdfcb3d12114f3ebd3fcb8cfa6cf4219c427b3,O00000076,17647,44,999850000000004499985,17912,45,675600000000004567560,1,CandidateNotObserved,ABSTAIN,181,181
E73B098AA0CB6FA3BECE45E9551EF225412F5E01F6398184093A40B944F0AAE0,"NJK RECORD FEAT. 3L | SPRING OF DREAMS | ITZBENJA616",14,"OP-00004639-LnInterior-S82-T18970-A18970",9a8f73b851898a282281361a23fd6e079978d8a6021b4c2d056dfc232eb3f1fb,O00000082,18970,48,37350000000000483735,19235,49,049250000000004904925,1,NoObservedRelation,ABSTAIN,191,191
E73B098AA0CB6FA3BECE45E9551EF225412F5E01F6398184093A40B944F0AAE0,"NJK RECORD FEAT. 3L | SPRING OF DREAMS | ITZBENJA616",14,"OP-00004647-LnInterior-S97-T25252-A25252",b359d4fb80309a76db102b6a9280c6eb89d0c796fb9031fc1b44d0e84877c79f,O00000097,25252,64,39260000000000643926,25301,64,517550000000006451755,5,CandidateNotObserved,ABSTAIN,235,235
E73B098AA0CB6FA3BECE45E9551EF225412F5E01F6398184093A40B944F0AAE0,"NJK RECORD FEAT. 3L | SPRING OF DREAMS | ITZBENJA616",14,"OP-00004656-LnInterior-S1615-T112546-A112546",2584433a429e2a82a1de7c8033aef758e409c4a705ffc47ce5dd8a786ab0800e,O00001615,112546,286,99230000000002869923,112938,287,99190000000002879919,1,CandidateObservedUnique,ADMIT,2383,2383
E73B098AA0CB6FA3BECE45E9551EF225412F5E01F6398184093A40B944F0AAE0,"NJK RECORD FEAT. 3L | SPRING OF DREAMS | ITZBENJA616",14,"OP-00004670-LnInterior-S2792-T176174-A176174",bbc3a39070b3b8c728c6acde4eca56895ce1dae07be1fb7e417fb04922adeff3,O00002792,176174,449,24370000000004492437,176272,449,493600000000044949360,0,NoObservedRelation,ABSTAIN,4179,4179
E73B098AA0CB6FA3BECE45E9551EF225412F5E01F6398184093A40B944F0AAE0,"NJK RECORD FEAT. 3L | SPRING OF DREAMS | ITZBENJA616",14,"OP-00004672-LnInterior-S2942-T188265-A188265",2f995af898161d6fd2834c1893fcfcc21412d6ebade0ec0ff6a4887ca221acee,O00002942,188265,480,075750000000048007575,188298,480,159900000000048015990,5,NoObservedRelation,ABSTAIN,4369,4369
E73B098AA0CB6FA3BECE45E9551EF225412F5E01F6398184093A40B944F0AAE0,"NJK RECORD FEAT. 3L | SPRING OF DREAMS | ITZBENJA616",14,"OP-00004673-LnInterior-S2942-T188340-A188340",5e6d42e64c7158797c31475c8c4a7fc7cea18d55f1f1f4bf2c7a5e0199a8ca56,O00002942,188340,480,2670000000000480267,188372,480,34860000000004803486,5,CandidateNotObserved,ABSTAIN,4373,4373
E73B098AA0CB6FA3BECE45E9551EF225412F5E01F6398184093A40B944F0AAE0,"NJK RECORD FEAT. 3L | SPRING OF DREAMS | ITZBENJA616",14,"OP-00004680-LnInterior-S4442-T263918-A263918",ce60ba301be49b2c1ecf9794ef430e1583ba5023fb626c338ce8cc34b46fcb61,O00004442,263918,672,99090000000006729909,264038,673,29690000000006732969,0,NoObservedRelation,ABSTAIN,6202,6202
E73B098AA0CB6FA3BECE45E9551EF225412F5E01F6398184093A40B944F0AAE0,"NJK RECORD FEAT. 3L | SPRING OF DREAMS | ITZBENJA616",15,"OP-00004609-LnInterior-S1-T2382-A2382",f005ff63348f32ef01991bea5b1ef0367f2c93337c7d712564ce6d9c75406aba,O00000001,2382,6,07410000000000060741,2647,6,749850000000000674985,5,NoObservedRelation,ABSTAIN,18,18
E73B098AA0CB6FA3BECE45E9551EF225412F5E01F6398184093A40B944F0AAE0,"NJK RECORD FEAT. 3L | SPRING OF DREAMS | ITZBENJA616",15,"OP-00004610-LnInterior-S12-T4941-A4941",3636f93ae63fc64e424a994f0bce4b80803765d7739755e0a5d7eca40b9e7ce3,O00000012,4941,12,599550000000001259955,6264,15,973200000000001597320,4,CandidateNotObserved,ABSTAIN,43,43
E73B098AA0CB6FA3BECE45E9551EF225412F5E01F6398184093A40B944F0AAE0,"NJK RECORD FEAT. 3L | SPRING OF DREAMS | ITZBENJA616",15,"OP-00004613-LnInterior-S22-T6617-A6617",b55d4b03fc0f0b0c113b68105260741d431cd0083a7b07b70b9112990e812d6a,O00000022,6617,16,873350000000001687335,6881,17,546550000000001754655,3,NoObservedRelation,ABSTAIN,57,57
E73B098AA0CB6FA3BECE45E9551EF225412F5E01F6398184093A40B944F0AAE0,"NJK RECORD FEAT. 3L | SPRING OF DREAMS | ITZBENJA616",15,"OP-00004615-LnInterior-S29-T8029-A8029",a8b65f351710366518c9d22adcdce8ca0ce20914437ccdcb0c2c096278652f5c,O00000029,8029,20,473950000000002047395,9441,24,074550000000002407455,6,NoObservedRelation,ABSTAIN,67,67
E73B098AA0CB6FA3BECE45E9551EF225412F5E01F6398184093A40B944F0AAE0,"NJK RECORD FEAT. 3L | SPRING OF DREAMS | ITZBENJA616",15,"OP-00004616-LnInterior-S35-T10588-A10588",dfc3fb737e958d07eb954dd9df526cb2c2e2efcab4259a9af6c253653cf8816e,O00000035,10588,26,99940000000000269994,11558,29,47290000000000294729,0,CandidateNotObserved,ABSTAIN,91,91
E73B098AA0CB6FA3BECE45E9551EF225412F5E01F6398184093A40B944F0AAE0,"NJK RECORD FEAT. 3L | SPRING OF DREAMS | ITZBENJA616",15,"OP-00004617-LnInterior-S35-T10853-A10853",4ff698fa9cac8f965d81dc682e9cf11a55457c3ef1d05264e85471ee80212984,O00000035,10853,27,675150000000002767515,11117,28,348350000000002834835,0,NoObservedRelation,ABSTAIN,94,94
E73B098AA0CB6FA3BECE45E9551EF225412F5E01F6398184093A40B944F0AAE0,"NJK RECORD FEAT. 3L | SPRING OF DREAMS | ITZBENJA616",15,"OP-00004620-LnInterior-S47-T12000-A12000",f6a0c8c192eb5ad7ea08d9a70990f66372b1448a8c7ba29fe6ec557ea9d289f7,O00000047,12000,30,60000000000000306,12265,31,275750000000003127575,4,CandidateNotObserved,ABSTAIN,109,109
E73B098AA0CB6FA3BECE45E9551EF225412F5E01F6398184093A40B944F0AAE0,"NJK RECORD FEAT. 3L | SPRING OF DREAMS | ITZBENJA616",15,"OP-00004622-LnInterior-S52-T13411-A13411",e5cb9e411639deae9b2064cd218972b266492581c6d5a91f4b89a5c0c6a14415,O00000052,13411,34,198050000000003419805,13676,34,873800000000003487380,3,CandidateObservedUnique,ADMIT,127,127
E73B098AA0CB6FA3BECE45E9551EF225412F5E01F6398184093A40B944F0AAE0,"NJK RECORD FEAT. 3L | SPRING OF DREAMS | ITZBENJA616",15,"OP-00004623-LnInterior-S52-T13764-A13764",8628978c6c1c326be346dad8933c297bf8888479caa0501e79f273772b902f8a,O00000052,13764,35,09820000000000350982,15088,38,474400000000003847440,3,CandidateNotObserved,ABSTAIN,133,133
E73B098AA0CB6FA3BECE45E9551EF225412F5E01F6398184093A40B944F0AAE0,"NJK RECORD FEAT. 3L | SPRING OF DREAMS | ITZBENJA616",15,"OP-00004643-LnInterior-S90-T20029-A20029",97584df939be8e68dca5ab19ccc0dcbe398f51ee52dcc2e4d61cb6fb22aa1b70,O00000090,20029,51,073950000000005107395,20411,52,048050000000005204805,3,NoObservedRelation,ABSTAIN,207,207
E73B098AA0CB6FA3BECE45E9551EF225412F5E01F6398184093A40B944F0AAE0,"NJK RECORD FEAT. 3L | SPRING OF DREAMS | ITZBENJA616",15,"OP-00004645-LnInterior-S91-T20029-A20029",62bb6a786c565e357cac48659596b204db36885e220cf2fd77c77887abbea15a,O00000091,20029,51,073950000000005107395,20323,51,823650000000005182365,4,NoObservedRelation,ABSTAIN,210,210
E73B098AA0CB6FA3BECE45E9551EF225412F5E01F6398184093A40B944F0AAE0,"NJK RECORD FEAT. 3L | SPRING OF DREAMS | ITZBENJA616",15,"OP-00004642-LnInterior-S90-T20509-A20509",4192f84a29a3a446c49dd519eeed6340cbf2cdbdf979866a89ef04708cfe9ec3,O00000090,20509,52,297950000000005229795,20804,53,050200000000005305020,5,CandidateNotObserved,ABSTAIN,218,218
E73B098AA0CB6FA3BECE45E9551EF225412F5E01F6398184093A40B944F0AAE0,"NJK RECORD FEAT. 3L | SPRING OF DREAMS | ITZBENJA616",15,"OP-00004644-LnInterior-S91-T20509-A20509",7c51d94086ff14ad325a0857f74ffc35597c21a5e4534cdb7889da1b3d5c2787,O00000091,20509,52,297950000000005229795,20804,53,050200000000005305020,5,CandidateNotObserved,ABSTAIN,221,221
E73B098AA0CB6FA3BECE45E9551EF225412F5E01F6398184093A40B944F0AAE0,"NJK RECORD FEAT. 3L | SPRING OF DREAMS | ITZBENJA616",15,"OP-00004648-LnInterior-S315-T37259-A37259",86586f07e7a6fd2e88890f2ca8c881b49c966836e016f59f7f5c7890e223197f,O00000315,37259,95,010450000000009501045,37334,95,201700000000009520170,6,CandidateNotObserved,ABSTAIN,569,569
E73B098AA0CB6FA3BECE45E9551EF225412F5E01F6398184093A40B944F0AAE0,"NJK RECORD FEAT. 3L | SPRING OF DREAMS | ITZBENJA616",15,"OP-00004649-LnInterior-S315-T37651-A37651",8adb5c964e58144dc6fa73ad1ea283b0f046bcd8766b2da70e061b64121169f4,O00000315,37651,96,010050000000009601005,37945,96,759750000000009675975,2,CandidateNotObserved,ABSTAIN,573,573
E73B098AA0CB6FA3BECE45E9551EF225412F5E01F6398184093A40B944F0AAE0,"NJK RECORD FEAT. 3L | SPRING OF DREAMS | ITZBENJA616",15,"OP-00004656-LnInterior-S1615-T112546-A112546",9781424d20fc643c240c1043f01c3ad484e33514632fd031ea9a81a498c0bebc,O00001615,112546,286,99230000000002869923,112939,287,994450000000028799445,6,CandidateNotObserved,ABSTAIN,2404,2404
E73B098AA0CB6FA3BECE45E9551EF225412F5E01F6398184093A40B944F0AAE0,"NJK RECORD FEAT. 3L | SPRING OF DREAMS | ITZBENJA616",15,"OP-00004657-LnInterior-S1615-T112938-A112938",dc748b55174cf895964156b38ba68f51cf7583f6ce46620aa0cc1d4b3eb8d782,O00001615,112938,287,99190000000002879919,113232,288,741600000000028874160,2,CandidateNotObserved,ABSTAIN,2408,2408
E73B098AA0CB6FA3BECE45E9551EF225412F5E01F6398184093A40B944F0AAE0,"NJK RECORD FEAT. 3L | SPRING OF DREAMS | ITZBENJA616",15,"OP-00004665-LnInterior-S2000-T136958-A136958",f753dda24d75ed39c14f06a27a94c010e437dc4143dcca14727e05f44487be03,O00002000,136958,349,24290000000003492429,137056,349,49280000000003494928,2,CandidateNotObserved,ABSTAIN,2951,2951
E73B098AA0CB6FA3BECE45E9551EF225412F5E01F6398184093A40B944F0AAE0,"NJK RECORD FEAT. 3L | SPRING OF DREAMS | ITZBENJA616",15,"OP-00004668-LnInterior-S2753-T174605-A174605",30d245fd084a08547a1a1ae7b534ad74cc4dc705260e64b3d2aac673ac114992,O00002753,174605,445,242750000000044524275,174638,445,326900000000044532690,6,CandidateNotObserved,ABSTAIN,4184,4184
E73B098AA0CB6FA3BECE45E9551EF225412F5E01F6398184093A40B944F0AAE0,"NJK RECORD FEAT. 3L | SPRING OF DREAMS | ITZBENJA616",15,"OP-00004672-LnInterior-S2942-T188265-A188265",2f995af898161d6fd2834c1893fcfcc21412d6ebade0ec0ff6a4887ca221acee,O00002942,188265,480,075750000000048007575,188298,480,159900000000048015990,0,NoObservedRelation,ABSTAIN,4424,4424
E73B098AA0CB6FA3BECE45E9551EF225412F5E01F6398184093A40B944F0AAE0,"NJK RECORD FEAT. 3L | SPRING OF DREAMS | ITZBENJA616",15,"OP-00004673-LnInterior-S2942-T188340-A188340",5e6d42e64c7158797c31475c8c4a7fc7cea18d55f1f1f4bf2c7a5e0199a8ca56,O00002942,188340,480,2670000000000480267,188372,480,34860000000004803486,5,CandidateNotObserved,ABSTAIN,4430,4430
E73B098AA0CB6FA3BECE45E9551EF225412F5E01F6398184093A40B944F0AAE0,"NJK RECORD FEAT. 3L | SPRING OF DREAMS | ITZBENJA616",15,"OP-00004680-LnInterior-S4442-T263918-A263918",ce60ba301be49b2c1ecf9794ef430e1583ba5023fb626c338ce8cc34b46fcb61,O00004442,263918,672,99090000000006729909,264038,673,29690000000006732969,6,NoObservedRelation,ABSTAIN,6253,6253
E73B098AA0CB6FA3BECE45E9551EF225412F5E01F6398184093A40B944F0AAE0,"NJK RECORD FEAT. 3L | SPRING OF DREAMS | ITZBENJA616",16,"OP-00004608-LnInterior-S1-T2117-A2117",ea3d30c3c9d45614ea94631db7fcd1c3572585c120f19472a0137a0ba033f020,O00000001,2117,5,398350000000000539835,2382,6,074100000000000607410,6,CandidateObservedUnique,ADMIT,21,21
E73B098AA0CB6FA3BECE45E9551EF225412F5E01F6398184093A40B944F0AAE0,"NJK RECORD FEAT. 3L | SPRING OF DREAMS | ITZBENJA616",16,"OP-00004610-LnInterior-S12-T4941-A4941",bc16dfe532b39df01efa321a8a3802a5acb4d44c4ab34eb7d2a0c7b3981c0d13,O00000012,4941,12,599550000000001259955,5205,13,272750000000001327275,6,CandidateNotObserved,ABSTAIN,41,41
E73B098AA0CB6FA3BECE45E9551EF225412F5E01F6398184093A40B944F0AAE0,"NJK RECORD FEAT. 3L | SPRING OF DREAMS | ITZBENJA616",16,"OP-00004613-LnInterior-S22-T6617-A6617",633a3f28b2e0f3105694d9a3abfec5eddabcb6d11cfde83cade08876b513abb4,O00000022,6617,16,873350000000001687335,7323,18,673650000000001867365,0,NoObservedRelation,ABSTAIN,53,53
E73B098AA0CB6FA3BECE45E9551EF225412F5E01F6398184093A40B944F0AAE0,"NJK RECORD FEAT. 3L | SPRING OF DREAMS | ITZBENJA616",16,"OP-00004617-LnInterior-S35-T10853-A10853",4ff698fa9cac8f965d81dc682e9cf11a55457c3ef1d05264e85471ee80212984,O00000035,10853,27,675150000000002767515,11117,28,348350000000002834835,5,NoObservedRelation,ABSTAIN,82,82
E73B098AA0CB6FA3BECE45E9551EF225412F5E01F6398184093A40B944F0AAE0,"NJK RECORD FEAT. 3L | SPRING OF DREAMS | ITZBENJA616",16,"OP-00004619-LnInterior-S46-T12264-A12264",b60160468ae359476bef0f4fee5335c038edea2951fc22e87cb8dceed285f858,O00000046,12264,31,27320000000000312732,12528,31,94640000000000319464,6,NoObservedRelation,ABSTAIN,96,96
E73B098AA0CB6FA3BECE45E9551EF225412F5E01F6398184093A40B944F0AAE0,"NJK RECORD FEAT. 3L | SPRING OF DREAMS | ITZBENJA616",16,"OP-00004626-LnInterior-S60-T14823-A14823",153edfc4d4f15e223ab083001c351722984abb3632de69476e0685e1cb139651,O00000060,14823,37,798650000000003779865,15088,38,474400000000003847440,0,CandidateObservedUnique,ADMIT,133,133
E73B098AA0CB6FA3BECE45E9551EF225412F5E01F6398184093A40B944F0AAE0,"NJK RECORD FEAT. 3L | SPRING OF DREAMS | ITZBENJA616",16,"OP-00004630-LnInterior-S68-T16235-A16235",923a0ea25364eb2f1d37e238d5ea2ba1cf57429d78342577b1561dc66d438577,O00000068,16235,41,399250000000004139925,17558,44,772900000000004477290,5,CandidateNotObserved,ABSTAIN,150,150
E73B098AA0CB6FA3BECE45E9551EF225412F5E01F6398184093A40B944F0AAE0,"NJK RECORD FEAT. 3L | SPRING OF DREAMS | ITZBENJA616",16,"OP-00004631-LnInterior-S68-T16588-A16588",b3470f031edc8aba57aab4b036d01ddc3401b8981523a9a93022c15a2fb5b1a6,O00000068,16588,42,29940000000000422994,17206,43,87530000000000438753,5,CandidateNotObserved,ABSTAIN,156,156
E73B098AA0CB6FA3BECE45E9551EF225412F5E01F6398184093A40B944F0AAE0,"NJK RECORD FEAT. 3L | SPRING OF DREAMS | ITZBENJA616",16,"OP-00004633-LnInterior-S69-T16588-A16588",c163c6516bd454621c445c4e01a9100f14330bb1f997232f252b4aad0e27d73e,O00000069,16588,42,29940000000000422994,16853,42,975150000000004297515,6,CandidateObservedUnique,ADMIT,159,159
E73B098AA0CB6FA3BECE45E9551EF225412F5E01F6398184093A40B944F0AAE0,"NJK RECORD FEAT. 3L | SPRING OF DREAMS | ITZBENJA616",16,"OP-00004635-LnInterior-S75-T17911-A17911",f54ed77e6908b1e3a90a08e1524d56fe8d9106ac37882694085e62e288321bb8,O00000075,17911,45,673050000000004567305,18175,46,346250000000004634625,4,NoObservedRelation,ABSTAIN,172,172
